id_number 1,site,category,short_description,criteria_txt,justification,danger,latitude,longitude,region,iso_code,states,location,transboundary,date_inscribed,secondary_dates,revision,extension,unique_number,http_url,image_url,wikidata_URI,wikidata_Label,wikidata_instance_of_URI,wikidata_instance_of_label,wikidata_culture_URI,wikidata_culture_label,wikidata_area_in_sq_meters
344,Pont du Gard (Roman Aqueduct),Cultural,"The Pont du Gard was built shortly before the Christian era to allow the aqueduct of Nîmes (which is almost 50 km long) to cross the Gard river. The Roman architects and hydraulic engineers who designed this bridge, which stands almost 50 m high and is on three levels – the longest measuring 275 m – created a technical as well as an artistic masterpiece.",(i)(iii)(iv),,,43.9472222200,4.5352777780,Europe and North America,fr,France,,0,1985,,0,0,1566,https://whc.unesco.org/en/list/344,https://whc.unesco.org/uploads/sites/site_344.jpg,http://www.wikidata.org/entity/Q189764,Pont du Gard,"http://www.wikidata.org/entity/Q14752696, http://www.wikidata.org/entity/Q3397526, http://www.wikidata.org/entity/Q1223230, http://www.wikidata.org/entity/Q570116, http://www.wikidata.org/entity/Q158438, http://www.wikidata.org/entity/Q474","ancient Roman structure, stone bridge, Roman bridge, tourist attraction, arch bridge, aqueduct",,,3257
345,Historic Fortified City of Carcassonne,Cultural,"Since the pre-Roman period, a fortified settlement has existed on the hill where Carcassonne now stands. In its present form it is an outstanding example of a medieval fortified town, with its massive defences encircling the castle and the surrounding buildings, its streets and its fine Gothic cathedral. Carcassonne is also of exceptional importance because of the lengthy restoration campaign undertaken by Viollet-le-Duc, one of the founders of the modern science of conservation.",(ii)(iv),"The Committee decided to inscribe this property on the basis of criteria (ii) and (iv), considering that the historic town of Carcassonne is an excellent example of a medieval fortified town whose massive defences were constructed on walls dating from Late Antiquity. It is of exceptional importance by virtue of the restoration work carried out in the second half of the 19th century by Viollet-le-Duc, which had a profound influence on subsequent developments in conservation principles and practice.",,43.2070631000,2.3636562000,Europe and North America,fr,France,"Department of Aude, Languedoc-Roussillon Region",0,1997,,0,0,393,https://whc.unesco.org/en/list/345,https://whc.unesco.org/uploads/sites/site_345.jpg,http://www.wikidata.org/entity/Q389269,Cité de Carcassonne,"http://www.wikidata.org/entity/Q677678, http://www.wikidata.org/entity/Q88291, http://www.wikidata.org/entity/Q57831","fortified town, citadel, fortress",,,110000
347,Santiago de Compostela (Old Town),Cultural,"This famous pilgrimage site in north-west Spain became a symbol in the Spanish Christians' struggle against Islam. Destroyed by the Muslims at the end of the 10th century, it was completely rebuilt in the following century. With its Romanesque, Gothic and Baroque buildings, the Old Town of Santiago is one of the world's most beautiful urban areas. The oldest monuments are grouped around the tomb of St James and the cathedral, which contains the remarkable P&oacute;rtico de la Gloria.",(i)(ii)(vi),,,42.8807600000,-8.5446800000,Europe and North America,es,Spain,"Province of A Coruña, Autonomous Community of Galicia",0,1985,,0,0,395,https://whc.unesco.org/en/list/347,https://whc.unesco.org/uploads/sites/site_347.jpg,http://www.wikidata.org/entity/Q64958288,old town of Santiago de Compostela,http://www.wikidata.org/entity/Q676050,old town,,,1075900
353,Chaco Culture,Cultural,"For over 2,000 years, Pueblo peoples occupied a vast region of the south-western United States. Chaco Canyon, a major centre of ancestral Pueblo culture between 850 and 1250, was a focus for ceremonials, trade and political activity for the prehistoric Four Corners area. Chaco is remarkable for its monumental public and ceremonial buildings and its distinctive architecture – it has an ancient urban ceremonial centre that is unlike anything constructed before or since. In addition to the Chaco Culture National Historical Park, the World Heritage property includes the Aztec Ruins National Monument and several smaller Chaco sites managed by the Bureau of Land Management.",(iii),,,36.0637777800,-107.9708333000,Europe and North America,us,United States of America,New Mexico,0,1987,,0,0,405,https://whc.unesco.org/en/list/353,https://whc.unesco.org/uploads/sites/site_353.jpg,http://www.wikidata.org/entity/Q65648486,Chaco Culture World Heritage Site,"http://www.wikidata.org/entity/Q1497375, http://www.wikidata.org/entity/Q465299","architectural ensemble, archaeological culture",,,142610000
354,Waterton Glacier International Peace Park,Natural,"In 1932 Waterton Lakes National Park (Alberta, Canada) was combined with the Glacier National Park (Montana, United States) to form the world's first International Peace Park. Situated on the border between the two countries and offering outstanding scenery, the park is exceptionally rich in plant and mammal species as well as prairie, forest, and alpine and glacial features.",(vii)(ix),,,48.9960555600,-113.9041667000,Europe and North America,"ca,us","Canada,United States of America","Province of Alberta, Canada; State of Montana, USA",1,1995,,0,0,407,https://whc.unesco.org/en/list/354,https://whc.unesco.org/uploads/sites/site_354.jpg,http://www.wikidata.org/entity/Q828212,Waterton-Glacier International Peace Park,http://www.wikidata.org/entity/Q955236,transboundary protected area,,,4576140000
355,Iguaçu National Park,Natural,"The park shares with Iguazú National Park in Argentina one of the world’s largest and most impressive waterfalls, extending over some 2,700 m. It is home to many rare and endangered species of flora and fauna, among them the giant otter and the giant anteater. The clouds of spray produced by the waterfall are conducive to the growth of lush vegetation.",(vii)(x),,P 1999-2001,-25.4481472222,-53.8001444444,Latin America and the Caribbean,br,Brazil,Paraná State,0,1986,,0,0,408,https://whc.unesco.org/en/list/355,https://whc.unesco.org/uploads/sites/site_355.jpg,http://www.wikidata.org/entity/Q742315,Iguaçu National Park,http://www.wikidata.org/entity/Q46169,national park,,,1696958800
356,Historic Areas of Istanbul,Cultural,"With its strategic location on the Bosphorus peninsula between the Balkans and Anatolia, the Black Sea and the Mediterranean, Istanbul has been associated with major political, religious and artistic events for more than 2,000 years. Its masterpieces include the ancient Hippodrome of Constantine, the 6th-century Hagia Sophia and the 16th-century Süleymaniye Mosque, all now under threat from population pressure, industrial pollution and uncontrolled urbanization.",(i)(ii)(iii)(iv),,,41.0084700000,28.9799300000,Europe and North America,tr,Türkiye,City and Province of Istanbul,0,1985,,0,0,2255,https://whc.unesco.org/en/list/356,https://whc.unesco.org/uploads/sites/site_356.jpg,http://www.wikidata.org/entity/Q5773394,Historic Areas of Istanbul,"http://www.wikidata.org/entity/Q28777651, http://www.wikidata.org/entity/Q702492","group of protected areas, urban area",,,7655000
36,Medina of Tunis,Cultural,"Under the Almohads and the Hafsids, from the 12th to the 16th century, Tunis was considered one of the greatest and wealthiest cities in the Islamic world. Some 700 monuments, including palaces, mosques, mausoleums, madrasas and fountains, testify to this remarkable past.",(ii)(iii)(v),,,36.8166700000,10.1666700000,Arab States,tn,Tunisia,Tunis,0,1979,,0,0,1744,https://whc.unesco.org/en/list/36,https://whc.unesco.org/uploads/sites/site_36.jpg,http://www.wikidata.org/entity/Q3106527,Medina of Tunis,"http://www.wikidata.org/entity/Q1128906, http://www.wikidata.org/entity/Q702492","medina quarter, urban area",,,2964100
364,Great Zimbabwe National Monument,Cultural,"The ruins of Great Zimbabwe &ndash; the capital of the Queen of Sheba, according to an age-old legend &ndash; are a unique testimony to the Bantu civilization of the Shona between the 11th and 15th centuries. The city, which covers an area of nearly 80 ha, was an important trading centre and was renowned from the Middle Ages onwards.",(i)(iii)(vi),,,-20.2833333300,30.9333333300,Africa,zw,Zimbabwe,,0,1986,,0,0,417,https://whc.unesco.org/en/list/364,https://whc.unesco.org/uploads/sites/site_364.jpg,http://www.wikidata.org/entity/Q209217,Great Zimbabwe,"http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q109607","archaeological site, ruins",,,7220000
366,Chan Chan Archaeological Zone,Cultural,"The Chimu Kingdom, with Chan Chan as its capital, reached its apogee in the 15th century, not long before falling to the Incas. The planning of this huge city, the largest in pre-Columbian America, reflects a strict political and social strategy, marked by the city's division into nine 'citadels' or 'palaces' forming autonomous units.",(i)(iii),,Y 1986,-8.1078360000,-79.0747370000,Latin America and the Caribbean,pe,Peru,District of Huanchaco,0,1986,,0,0,419,https://whc.unesco.org/en/list/366,https://whc.unesco.org/uploads/sites/site_366.jpg,http://www.wikidata.org/entity/Q277540,Chan Chan,"http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q5119","archaeological site, capital city",http://www.wikidata.org/entity/Q901198,Chimú culture,14145700
368,Gondwana Rainforests of Australia,Natural,"This site, comprising several protected areas, is situated predominantly along the Great Escarpment on Australia&rsquo;s east coast. The outstanding geological features displayed around shield volcanic craters and the high number of rare and threatened rainforest species are of international significance for science and conservation.",(viii)(ix)(x),,,-28.2500000000,150.0500000000,Asia and the Pacific,au,Australia,States of New South Wales and Queensland,0,1986,1994,0,1,422,https://whc.unesco.org/en/list/368,https://whc.unesco.org/uploads/sites/site_368.jpg,http://www.wikidata.org/entity/Q643063,Gondwana Rainforests of Australia,"http://www.wikidata.org/entity/Q38048753, http://www.wikidata.org/entity/Q9444","natural cultural heritage site, rainforest",,,3700000000
37,Archaeological Site of Carthage,Cultural,"Carthage was founded in the 9th century B.C. on the Gulf of Tunis. From the 6th century onwards, it developed into a great trading empire covering much of the Mediterranean and was home to a brilliant civilization. In the course of the long Punic wars, Carthage occupied territories belonging to Rome, which finally destroyed its rival in 146 B.C. A second – Roman – Carthage was then established on the ruins of the first.",(ii)(iii)(vi),,,36.8527800000,10.3233300000,Arab States,tn,Tunisia,District of Tunis,0,1979,,0,0,41,https://whc.unesco.org/en/list/37,https://whc.unesco.org/uploads/sites/site_37.jpg,http://www.wikidata.org/entity/Q52284968,archaeological site of Carthage,http://www.wikidata.org/entity/Q839954,archaeological site,,,6160200
378,Mudejar Architecture of Aragon,Cultural,"The development in the 12th century of Mudejar art in Aragon resulted from the particular political, social and cultural conditions that prevailed in Spain after the Reconquista. This art, influenced by Islamic tradition, also reflects various contemporary European styles, particularly the Gothic. Present until the early 17th century, it is characterized by an extremely refined and inventive use of brick and glazed tiles in architecture, especially in the belfries.",(iv),,,40.3438900000,-1.1072200000,Europe and North America,es,Spain,"Provinces of Teruel and Zaragoza, Autonomous Community of Aragon",0,1986,2001,0,0,2188,https://whc.unesco.org/en/list/378,https://whc.unesco.org/uploads/sites/site_378.jpg,http://www.wikidata.org/entity/Q64861487,Mudejar Architecture of Aragon,http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,42690000
38,Amphitheatre of El Jem,Cultural,"The impressive ruins of the largest colosseum in North Africa, a huge amphitheatre which could hold up to 35,000 spectators, are found in the small village of El Jem. This 3rd-century monument illustrates the grandeur and extent of Imperial Rome.",(iv)(vi),,,35.2963900000,10.7069400000,Arab States,tn,Tunisia,El-Mahdia,0,1979,,0,0,1741,https://whc.unesco.org/en/list/38,https://whc.unesco.org/uploads/sites/site_38.jpg,http://www.wikidata.org/entity/Q2914326,Roman amphitheatre of El Jem,http://www.wikidata.org/entity/Q7362268,Roman amphitheatre,,,13700
